"","Terms","Docs","value","category"
"9269","completed","Cluster2",0.0133333333333333,"0.25"
"9270","completely","Cluster2",0,"0.25"
"9271","completeness","Cluster2",0,"0.25"
"9272","completion","Cluster2",0,"0.25"
"9273","complex","Cluster2",0.0266666666666667,"0.25"
"9274","compliance","Cluster2",0,"0.25"
"9275","complicated","Cluster2",0,"0.25"
"9276","compliment","Cluster2",0,"0.25"
"9277","comply","Cluster2",0,"0.25"
"9278","compose","Cluster2",0.0266666666666667,"0.25"
"9279","composed","Cluster2",0.0133333333333333,"0.25"
"9280","composing","Cluster2",0,"0.25"
"9281","composite","Cluster2",0.0133333333333333,"0.25"
"9282","composition","Cluster2",0,"0.25"
"9283","comprehend","Cluster2",0.0266666666666667,"0.25"
"9284","comprehending","Cluster2",0.0133333333333333,"0.25"
"9285","comprehensive","Cluster2",0,"0.25"
"9286","compress","Cluster2",0,"0.25"
"9287","compromise","Cluster2",0.0133333333333333,"0.25"
"9288","compulsory","Cluster2",0,"0.25"
"9289","computer","Cluster2",0,"0.25"
"9290","conceive","Cluster2",0,"0.25"
"9291","conceived","Cluster2",0.0133333333333333,"0.25"
"9292","conceiving","Cluster2",0.0133333333333333,"0.25"
"9293","concentrated","Cluster2",0,"0.25"
"9294","concentrating","Cluster2",0.0133333333333333,"0.25"
"9295","concentration","Cluster2",0.0133333333333333,"0.25"
"9296","concept","Cluster2",0.0266666666666667,"0.25"
"9297","conception","Cluster2",0.0133333333333333,"0.25"
"9298","concepts","Cluster2",0.0266666666666667,"0.25"
"9299","concern","Cluster2",0.0533333333333333,"0.25"
"9300","concerned","Cluster2",0.0266666666666667,"0.25"
"9301","concerning","Cluster2",0.0133333333333333,"0.25"
"9302","concernment","Cluster2",0,"0.25"
"9303","concerns","Cluster2",0.0266666666666667,"0.25"
"9304","concert","Cluster2",0,"0.25"
"9305","concerted","Cluster2",0,"0.25"
"9306","concession","Cluster2",0,"0.25"
"9307","concessions","Cluster2",0,"0.25"
"9308","conciliate","Cluster2",0,"0.25"
"9309","conciliated","Cluster2",0,"0.25"
"9310","conciliation","Cluster2",0,"0.25"
"9311","concluded","Cluster2",0,"0.25"
"9312","concluding","Cluster2",0,"0.25"
"9313","conclusion","Cluster2",0,"0.25"
"9314","conclusive","Cluster2",0,"0.25"
"9315","concord","Cluster2",0,"0.25"
"9316","concrete","Cluster2",0,"0.25"
"9317","concurrence","Cluster2",0,"0.25"
"9318","concurrent","Cluster2",0,"0.25"
"9319","condemn","Cluster2",0,"0.25"
"9320","condemned","Cluster2",0,"0.25"
"9321","condemning","Cluster2",0,"0.25"
"9322","condescending","Cluster2",0,"0.25"
"9323","condition","Cluster2",0.0133333333333333,"0.25"
"9324","conditions","Cluster2",0.133333333333333,"0.25"
"9325","condoned","Cluster2",0.0133333333333333,"0.25"
"9326","conduct","Cluster2",0.0266666666666667,"0.25"
"9327","conducted","Cluster2",0,"0.25"
"9328","conducting","Cluster2",0,"0.25"
"9329","conducts","Cluster2",0,"0.25"
"9330","confederacies","Cluster2",0,"0.25"
"9331","confederacy","Cluster2",0,"0.25"
"9332","confederacythe","Cluster2",0,"0.25"
"9333","confederate","Cluster2",0,"0.25"
"9334","confederated","Cluster2",0,"0.25"
"9335","confederation","Cluster2",0,"0.25"
"9336","confer","Cluster2",0.0133333333333333,"0.25"
"9337","conferred","Cluster2",0.0133333333333333,"0.25"
"9338","conferring","Cluster2",0,"0.25"
"9339","confers","Cluster2",0.0133333333333333,"0.25"
"9340","confess","Cluster2",0,"0.25"
"9341","confession","Cluster2",0,"0.25"
"9342","confide","Cluster2",0,"0.25"
"9343","confided","Cluster2",0,"0.25"
"9344","confidence","Cluster2",0.12,"0.25"
"9345","confidencealthough","Cluster2",0,"0.25"
"9346","confident","Cluster2",0.0266666666666667,"0.25"
"9347","confidently","Cluster2",0.0133333333333333,"0.25"
"9348","confiding","Cluster2",0,"0.25"
"9349","confined","Cluster2",0,"0.25"
"9350","confirm","Cluster2",0,"0.25"
"9351","confirmed","Cluster2",0,"0.25"
"9352","conflict","Cluster2",0.0266666666666667,"0.25"
"9353","conflicting","Cluster2",0,"0.25"
"9354","conflictswhether","Cluster2",0.0133333333333333,"0.25"
"9355","conform","Cluster2",0,"0.25"
"9356","conformable","Cluster2",0,"0.25"
"9357","conformity","Cluster2",0.0133333333333333,"0.25"
"9358","confound","Cluster2",0,"0.25"
"9359","confront","Cluster2",0.0266666666666667,"0.25"
"9360","confrontation","Cluster2",0,"0.25"
"9361","confronted","Cluster2",0,"0.25"
"9362","confronting","Cluster2",0,"0.25"
"9363","confuse","Cluster2",0.0133333333333333,"0.25"
"9364","confusion","Cluster2",0.0133333333333333,"0.25"
"9365","confusionbut","Cluster2",0.0133333333333333,"0.25"
"9366","cong","Cluster2",0,"0.25"
"9367","congenial","Cluster2",0,"0.25"
"9368","congratulations","Cluster2",0,"0.25"
"9369","congregations","Cluster2",0,"0.25"
"9370","congress","Cluster2",0.0533333333333333,"0.25"
"9371","congressaction","Cluster2",0,"0.25"
"9372","congressi","Cluster2",0,"0.25"
"9373","congressman","Cluster2",0,"0.25"
"9374","congressother","Cluster2",0,"0.25"
"9375","congressthat","Cluster2",0,"0.25"
"9376","congressthe","Cluster2",0,"0.25"
"9377","connected","Cluster2",0,"0.25"
"9378","connection","Cluster2",0,"0.25"
"9379","connections","Cluster2",0,"0.25"
"9380","connects","Cluster2",0,"0.25"
"9381","conquer","Cluster2",0,"0.25"
"9382","conquered","Cluster2",0.0133333333333333,"0.25"
"9383","conquering","Cluster2",0,"0.25"
"9384","conqueror","Cluster2",0,"0.25"
"9385","conquest","Cluster2",0.0133333333333333,"0.25"
"9386","conquests","Cluster2",0,"0.25"
"9387","conscience","Cluster2",0.04,"0.25"
"9388","consciences","Cluster2",0,"0.25"
"9389","conscientious","Cluster2",0,"0.25"
"9390","conscious","Cluster2",0.0266666666666667,"0.25"
"9391","consciousness","Cluster2",0.04,"0.25"
"9392","consecrate","Cluster2",0,"0.25"
"9393","consecration","Cluster2",0,"0.25"
"9394","consent","Cluster2",0.0266666666666667,"0.25"
"9395","consequence","Cluster2",0.0133333333333333,"0.25"
"9396","consequences","Cluster2",0.0133333333333333,"0.25"
"9397","consequential","Cluster2",0,"0.25"
"9398","consequently","Cluster2",0,"0.25"
"9399","conservation","Cluster2",0,"0.25"
"9400","conservative","Cluster2",0,"0.25"
"9401","conservator","Cluster2",0,"0.25"
"9402","conserve","Cluster2",0.0133333333333333,"0.25"
"9403","conserving","Cluster2",0.0133333333333333,"0.25"
"9404","consider","Cluster2",0,"0.25"
"9405","considerable","Cluster2",0,"0.25"
"9406","considerate","Cluster2",0,"0.25"
"9407","consideration","Cluster2",0,"0.25"
"9408","considerations","Cluster2",0.0133333333333333,"0.25"
"9409","considered","Cluster2",0.04,"0.25"
"9410","considering","Cluster2",0,"0.25"
"9411","consist","Cluster2",0,"0.25"
"9412","consistent","Cluster2",0,"0.25"
"9413","consistently","Cluster2",0.0266666666666667,"0.25"
"9414","consisting","Cluster2",0,"0.25"
"9415","consists","Cluster2",0,"0.25"
"9416","consolation","Cluster2",0,"0.25"
"9417","consolatory","Cluster2",0,"0.25"
"9418","console","Cluster2",0,"0.25"
"9419","consolidate","Cluster2",0,"0.25"
"9420","consolidated","Cluster2",0,"0.25"
"9421","conspicuous","Cluster2",0,"0.25"
"9422","constant","Cluster2",0.0266666666666667,"0.25"
"9423","constantly","Cluster2",0.04,"0.25"
"9424","constants","Cluster2",0,"0.25"
"9425","constellation","Cluster2",0,"0.25"
"9426","constituent","Cluster2",0.0133333333333333,"0.25"
"9427","constituents","Cluster2",0,"0.25"
"9428","constitute","Cluster2",0,"0.25"
"9429","constituted","Cluster2",0,"0.25"
"9430","constitution","Cluster2",0.08,"0.25"
"9431","constitutional","Cluster2",0.0533333333333333,"0.25"
"9432","constitutionally","Cluster2",0,"0.25"
"9433","constitutionin","Cluster2",0,"0.25"
"9434","constitutionit","Cluster2",0,"0.25"
"9435","constitutions","Cluster2",0,"0.25"
"9436","constitutionsince","Cluster2",0,"0.25"
"9437","constitutionto","Cluster2",0,"0.25"
"9438","constitutionwhich","Cluster2",0,"0.25"
"9439","constricted","Cluster2",0.0133333333333333,"0.25"
"9440","construct","Cluster2",0,"0.25"
"9441","constructed","Cluster2",0.0133333333333333,"0.25"
"9442","constructing","Cluster2",0,"0.25"
"9443","construction","Cluster2",0,"0.25"
"9444","constructive","Cluster2",0.0266666666666667,"0.25"
"9445","construe","Cluster2",0,"0.25"
"9446","consul","Cluster2",0,"0.25"
"9447","consultations","Cluster2",0,"0.25"
"9448","consulted","Cluster2",0,"0.25"
"9449","consulting","Cluster2",0,"0.25"
"9450","consume","Cluster2",0,"0.25"
"9451","consumed","Cluster2",0,"0.25"
"9452","consummating","Cluster2",0,"0.25"
"9453","consummation","Cluster2",0.0133333333333333,"0.25"
"9454","consumption","Cluster2",0,"0.25"
"9455","contain","Cluster2",0,"0.25"
"9456","containing","Cluster2",0,"0.25"
"9457","contains","Cluster2",0.0266666666666667,"0.25"
"9458","contemplate","Cluster2",0,"0.25"
"9459","contemplated","Cluster2",0,"0.25"
"9460","contemplation","Cluster2",0,"0.25"
"9461","contempt","Cluster2",0,"0.25"
"9462","contend","Cluster2",0,"0.25"
"9463","contended","Cluster2",0,"0.25"
"9464","content","Cluster2",0.0133333333333333,"0.25"
"9465","contention","Cluster2",0,"0.25"
"9466","contest","Cluster2",0,"0.25"
"9467","contests","Cluster2",0,"0.25"
"9468","contiguous","Cluster2",0,"0.25"
"9469","continent","Cluster2",0.106666666666667,"0.25"
"9470","continentfor","Cluster2",0.0133333333333333,"0.25"
"9471","continents","Cluster2",0.04,"0.25"
"9472","contingency","Cluster2",0,"0.25"
"9473","continuance","Cluster2",0,"0.25"
"9474","continuation","Cluster2",0,"0.25"
"9475","continue","Cluster2",0.0933333333333333,"0.25"
"9476","continued","Cluster2",0.0133333333333333,"0.25"
"9477","continues","Cluster2",0,"0.25"
"9478","continuing","Cluster2",0.04,"0.25"
"9479","continuity","Cluster2",0,"0.25"
"9480","continuum","Cluster2",0,"0.25"
"9481","contour","Cluster2",0,"0.25"
"9482","contract","Cluster2",0,"0.25"
"9483","contracted","Cluster2",0,"0.25"
"9484","contracting","Cluster2",0,"0.25"
"9485","contracts","Cluster2",0,"0.25"
"9486","contradistinction","Cluster2",0,"0.25"
"9487","contrary","Cluster2",0.0133333333333333,"0.25"
"9488","contrast","Cluster2",0,"0.25"
"9489","contribute","Cluster2",0.0266666666666667,"0.25"
"9490","contributed","Cluster2",0,"0.25"
"9491","contribution","Cluster2",0,"0.25"
"9492","contributions","Cluster2",0.0133333333333333,"0.25"
"9493","contributory","Cluster2",0,"0.25"
"9494","control","Cluster2",0.0666666666666667,"0.25"
"9495","controlled","Cluster2",0.0133333333333333,"0.25"
"9496","controlling","Cluster2",0,"0.25"
"9497","controls","Cluster2",0.04,"0.25"
"9498","controversies","Cluster2",0,"0.25"
"9499","controversy","Cluster2",0,"0.25"
"9500","convenience","Cluster2",0.0133333333333333,"0.25"
"9501","convention","Cluster2",0.0266666666666667,"0.25"
"9502","conventions","Cluster2",0,"0.25"
"9503","converging","Cluster2",0,"0.25"
"9504","convert","Cluster2",0.0133333333333333,"0.25"
"9505","conviction","Cluster2",0.0533333333333333,"0.25"
"9506","convictions","Cluster2",0.0133333333333333,"0.25"
"9507","convictionthe","Cluster2",0.0133333333333333,"0.25"
"9508","convinced","Cluster2",0.0133333333333333,"0.25"
"9509","convinces","Cluster2",0,"0.25"
"9510","convulsions","Cluster2",0,"0.25"
"9511","cook","Cluster2",0,"0.25"
"9512","cool","Cluster2",0.0266666666666667,"0.25"
"9513","coolidgebut","Cluster2",0,"0.25"
"9514","cooperate","Cluster2",0.0133333333333333,"0.25"
"9515","cooperating","Cluster2",0,"0.25"
"9516","cooperation","Cluster2",0.0533333333333333,"0.25"
"9517","cooperative","Cluster2",0.0266666666666667,"0.25"
"9518","coordinate","Cluster2",0.0133333333333333,"0.25"
"9519","copartnership","Cluster2",0,"0.25"
"9520","cope","Cluster2",0.0133333333333333,"0.25"
"9521","cordial","Cluster2",0.0133333333333333,"0.25"
"9522","core","Cluster2",0,"0.25"
"9523","cornall","Cluster2",0.0133333333333333,"0.25"
"9524","corner","Cluster2",0,"0.25"
"9525","corners","Cluster2",0,"0.25"
"9526","corporation","Cluster2",0,"0.25"
"9527","corporations","Cluster2",0,"0.25"
"9528","corpus","Cluster2",0,"0.25"
"9529","correct","Cluster2",0.0266666666666667,"0.25"
"9530","corrected","Cluster2",0.0133333333333333,"0.25"
"9531","correction","Cluster2",0,"0.25"
"9532","corrective","Cluster2",0,"0.25"
"9533","correctives","Cluster2",0,"0.25"
"9534","correctly","Cluster2",0.0133333333333333,"0.25"
"9535","corresponding","Cluster2",0,"0.25"
"9536","corroded","Cluster2",0.0133333333333333,"0.25"
"9537","corrupted","Cluster2",0,"0.25"
"9538","corrupting","Cluster2",0,"0.25"
"9539","corruption","Cluster2",0,"0.25"
"9540","cosmopolitan","Cluster2",0.0133333333333333,"0.25"
"9541","cosmos","Cluster2",0,"0.25"
"9542","cost","Cluster2",0.106666666666667,"0.25"
"9543","costand","Cluster2",0.0133333333333333,"0.25"
"9544","costly","Cluster2",0,"0.25"
"9545","costreform","Cluster2",0,"0.25"
"9546","costs","Cluster2",0.0133333333333333,"0.25"
"9547","costwashington","Cluster2",0,"0.25"
"9548","cotton","Cluster2",0.0133333333333333,"0.25"
"9549","cottons","Cluster2",0,"0.25"
"9550","councils","Cluster2",0,"0.25"
"9551","counsel","Cluster2",0.12,"0.25"
"9552","counseland","Cluster2",0.0133333333333333,"0.25"
"9553","counsels","Cluster2",0.0133333333333333,"0.25"
"9554","count","Cluster2",0.0666666666666667,"0.25"
"9555","counted","Cluster2",0,"0.25"
"9556","countenance","Cluster2",0.0133333333333333,"0.25"
"9557","counter","Cluster2",0.0133333333333333,"0.25"
"9558","counteract","Cluster2",0,"0.25"
"9559","counteraction","Cluster2",0,"0.25"
"9560","counterfeit","Cluster2",0,"0.25"
"9561","counties","Cluster2",0.0133333333333333,"0.25"
"9562","countries","Cluster2",0.12,"0.25"
"9563","country","Cluster2",0.213333333333333,"0.25"
"9564","countryall","Cluster2",0.0133333333333333,"0.25"
"9565","countryand","Cluster2",0.0133333333333333,"0.25"
"9566","countryi","Cluster2",0,"0.25"
"9567","countryin","Cluster2",0,"0.25"
"9568","countrymen","Cluster2",0.0266666666666667,"0.25"
"9569","countrymenin","Cluster2",0.0133333333333333,"0.25"
"9570","countrymenthis","Cluster2",0,"0.25"
"9571","countrys","Cluster2",0.0133333333333333,"0.25"
"9572","countryside","Cluster2",0,"0.25"
"9573","countrythe","Cluster2",0,"0.25"
"9574","countrytheir","Cluster2",0,"0.25"
"9575","countrythose","Cluster2",0,"0.25"
"9576","countrywhat","Cluster2",0,"0.25"
"9577","courage","Cluster2",0.106666666666667,"0.25"
"9578","courageous","Cluster2",0,"0.25"
"9579","courageously","Cluster2",0.0133333333333333,"0.25"
"9580","courier","Cluster2",0,"0.25"
"9581","course","Cluster2",0.0266666666666667,"0.25"
"9582","courseboth","Cluster2",0,"0.25"
"9583","courses","Cluster2",0.0533333333333333,"0.25"
"9584","court","Cluster2",0.0133333333333333,"0.25"
"9585","courtesy","Cluster2",0,"0.25"
"9586","courts","Cluster2",0,"0.25"
"9587","covenant","Cluster2",0.0133333333333333,"0.25"
"9588","cover","Cluster2",0,"0.25"
"9589","covered","Cluster2",0,"0.25"
"9590","covering","Cluster2",0,"0.25"
"9591","covers","Cluster2",0,"0.25"
"9592","covet","Cluster2",0.0133333333333333,"0.25"
"9593","crafty","Cluster2",0,"0.25"
"9594","craving","Cluster2",0.0133333333333333,"0.25"
"9595","create","Cluster2",0.0666666666666667,"0.25"
"9596","createand","Cluster2",0.0133333333333333,"0.25"
"9597","created","Cluster2",0.0666666666666667,"0.25"
"9598","creates","Cluster2",0,"0.25"
"9599","creating","Cluster2",0,"0.25"
"9600","creation","Cluster2",0,"0.25"
"9601","creative","Cluster2",0.0266666666666667,"0.25"
"9602","creativity","Cluster2",0,"0.25"
"9603","creator","Cluster2",0.0133333333333333,"0.25"
"9604","creatorso","Cluster2",0,"0.25"
"9605","credit","Cluster2",0.0266666666666667,"0.25"
"9606","credits","Cluster2",0.0266666666666667,"0.25"
"9607","creed","Cluster2",0.0133333333333333,"0.25"
"9608","creeds","Cluster2",0.0133333333333333,"0.25"
"9609","creep","Cluster2",0.0133333333333333,"0.25"
"9610","crime","Cluster2",0,"0.25"
"9611","crimei","Cluster2",0,"0.25"
"9612","crimesi","Cluster2",0,"0.25"
"9613","criminal","Cluster2",0,"0.25"
"9614","criminals","Cluster2",0,"0.25"
"9615","cripple","Cluster2",0,"0.25"
"9616","crippling","Cluster2",0,"0.25"
"9617","crises","Cluster2",0.0133333333333333,"0.25"
"9618","crisis","Cluster2",0.0133333333333333,"0.25"
"9619","crisisbroad","Cluster2",0.0133333333333333,"0.25"
"9620","critical","Cluster2",0.0266666666666667,"0.25"
"9621","critically","Cluster2",0.0133333333333333,"0.25"
"9622","criticism","Cluster2",0.0133333333333333,"0.25"
"9623","cromwell","Cluster2",0,"0.25"
"9624","crop","Cluster2",0,"0.25"
"9625","cross","Cluster2",0,"0.25"
"9626","crosses","Cluster2",0,"0.25"
"9627","crowded","Cluster2",0.0133333333333333,"0.25"
"9628","crowds","Cluster2",0.0133333333333333,"0.25"
"9629","crowned","Cluster2",0,"0.25"
"9630","crucial","Cluster2",0,"0.25"
"9631","crude","Cluster2",0.0133333333333333,"0.25"
"9632","cruel","Cluster2",0,"0.25"
"9633","crumble","Cluster2",0,"0.25"
"9634","crush","Cluster2",0.0133333333333333,"0.25"
"9635","crushes","Cluster2",0,"0.25"
"9636","cultivate","Cluster2",0,"0.25"
"9637","cultivated","Cluster2",0,"0.25"
"9638","cultivation","Cluster2",0,"0.25"
"9639","cultural","Cluster2",0.0133333333333333,"0.25"
"9640","culture","Cluster2",0,"0.25"
"9641","cultures","Cluster2",0.0133333333333333,"0.25"
"9642","curb","Cluster2",0,"0.25"
"9643","cured","Cluster2",0,"0.25"
"9644","cures","Cluster2",0,"0.25"
"9645","curiosity","Cluster2",0,"0.25"
"9646","currency","Cluster2",0.0133333333333333,"0.25"
"9647","currencyamongst","Cluster2",0,"0.25"
"9648","currencythese","Cluster2",0.0133333333333333,"0.25"
"9649","current","Cluster2",0.0133333333333333,"0.25"
"9650","currents","Cluster2",0.04,"0.25"
"9651","curse","Cluster2",0,"0.25"
"9652","curtailment","Cluster2",0.0133333333333333,"0.25"
"9653","curtii","Cluster2",0,"0.25"
"9654","custody","Cluster2",0,"0.25"
"9655","custom","Cluster2",0,"0.25"
"9656","customary","Cluster2",0,"0.25"
"9657","customs","Cluster2",0,"0.25"
"9658","cuts","Cluster2",0.0133333333333333,"0.25"
"9659","cutting","Cluster2",0,"0.25"
"9660","cynicism","Cluster2",0,"0.25"
"9661","cynics","Cluster2",0,"0.25"
"9662","daily","Cluster2",0.04,"0.25"
"9663","damage","Cluster2",0.0133333333333333,"0.25"
"9664","dams","Cluster2",0.0133333333333333,"0.25"
"9665","danger","Cluster2",0.0533333333333333,"0.25"
"9666","dangerous","Cluster2",0,"0.25"
"9667","dangerously","Cluster2",0,"0.25"
"9668","dangers","Cluster2",0.0133333333333333,"0.25"
"9669","dare","Cluster2",0.0133333333333333,"0.25"
"9670","dared","Cluster2",0,"0.25"
"9671","dares","Cluster2",0.0133333333333333,"0.25"
"9672","daring","Cluster2",0,"0.25"
"9673","dark","Cluster2",0.08,"0.25"
"9674","darkened","Cluster2",0.0133333333333333,"0.25"
"9675","darkest","Cluster2",0,"0.25"
"9676","darkness","Cluster2",0.04,"0.25"
"9677","data","Cluster2",0,"0.25"
"9678","daughters","Cluster2",0,"0.25"
"9679","david","Cluster2",0,"0.25"
"9680","dawn","Cluster2",0,"0.25"
"9681","dawning","Cluster2",0,"0.25"
"9682","dayi","Cluster2",0.0133333333333333,"0.25"
"9683","days","Cluster2",0.12,"0.25"
"9684","daysin","Cluster2",0.0133333333333333,"0.25"
"9685","daytoday","Cluster2",0,"0.25"
"9686","dead","Cluster2",0.0266666666666667,"0.25"
"9687","deadlock","Cluster2",0,"0.25"
"9688","deadly","Cluster2",0,"0.25"
"9689","deal","Cluster2",0.0133333333333333,"0.25"
"9690","dealing","Cluster2",0.0266666666666667,"0.25"
"9691","dealings","Cluster2",0.0266666666666667,"0.25"
"9692","dear","Cluster2",0,"0.25"
"9693","death","Cluster2",0.0266666666666667,"0.25"
"9694","deathless","Cluster2",0.0133333333333333,"0.25"
"9695","deaths","Cluster2",0,"0.25"
"9696","debased","Cluster2",0.0133333333333333,"0.25"
"9697","debate","Cluster2",0.0133333333333333,"0.25"
"9698","debates","Cluster2",0,"0.25"
"9699","debauched","Cluster2",0.0133333333333333,"0.25"
"9700","debt","Cluster2",0,"0.25"
"9701","debtor","Cluster2",0,"0.25"
"9702","debtpaying","Cluster2",0,"0.25"
"9703","debts","Cluster2",0,"0.25"
"9704","decade","Cluster2",0,"0.25"
"9705","decadent","Cluster2",0.0133333333333333,"0.25"
"9706","decades","Cluster2",0,"0.25"
"9707","decay","Cluster2",0,"0.25"
"9708","decayweve","Cluster2",0,"0.25"
"9709","deceit","Cluster2",0.0133333333333333,"0.25"
"9710","deceive","Cluster2",0,"0.25"
"9711","deceived","Cluster2",0,"0.25"
"9712","december","Cluster2",0,"0.25"
"9713","decencies","Cluster2",0.0133333333333333,"0.25"
"9714","decency","Cluster2",0.0266666666666667,"0.25"
"9715","decent","Cluster2",0.0266666666666667,"0.25"
"9716","decide","Cluster2",0,"0.25"
"9717","decided","Cluster2",0,"0.25"
"9718","decides","Cluster2",0,"0.25"
"9719","deciding","Cluster2",0.0133333333333333,"0.25"
"9720","decii","Cluster2",0,"0.25"
"9721","decision","Cluster2",0.0266666666666667,"0.25"
"9722","decisions","Cluster2",0,"0.25"
"9723","decisive","Cluster2",0.0266666666666667,"0.25"
"9724","decisivelythese","Cluster2",0.0133333333333333,"0.25"
"9725","declaration","Cluster2",0.0133333333333333,"0.25"
"9726","declarations","Cluster2",0,"0.25"
"9727","declare","Cluster2",0.0266666666666667,"0.25"
"9728","declared","Cluster2",0,"0.25"
"9729","declares","Cluster2",0,"0.25"
"9730","decline","Cluster2",0,"0.25"
"9731","declining","Cluster2",0,"0.25"
"9732","decoding","Cluster2",0,"0.25"
"9733","decoration","Cluster2",0,"0.25"
"9734","decreased","Cluster2",0,"0.25"
"9735","decreasing","Cluster2",0,"0.25"
"9736","decree","Cluster2",0,"0.25"
"9737","decrees","Cluster2",0.0266666666666667,"0.25"
"9738","dedicate","Cluster2",0.0266666666666667,"0.25"
"9739","dedicated","Cluster2",0.04,"0.25"
"9740","dedication","Cluster2",0.12,"0.25"
"9741","deed","Cluster2",0.0133333333333333,"0.25"
"9742","deeds","Cluster2",0.0133333333333333,"0.25"
"9743","deedsin","Cluster2",0,"0.25"
"9744","deem","Cluster2",0.0133333333333333,"0.25"
"9745","deemed","Cluster2",0,"0.25"
"9746","deep","Cluster2",0.04,"0.25"
"9747","deepen","Cluster2",0,"0.25"
"9748","deepened","Cluster2",0,"0.25"
"9749","deepening","Cluster2",0,"0.25"
"9750","deeper","Cluster2",0.0266666666666667,"0.25"
"9751","deepest","Cluster2",0.0133333333333333,"0.25"
"9752","deeply","Cluster2",0.0666666666666667,"0.25"
"9753","defamation","Cluster2",0,"0.25"
"9754","defamatory","Cluster2",0,"0.25"
"9755","defeat","Cluster2",0,"0.25"
"9756","defeated","Cluster2",0,"0.25"
"9757","defeating","Cluster2",0,"0.25"
"9758","defeatism","Cluster2",0.0133333333333333,"0.25"
"9759","defect","Cluster2",0,"0.25"
"9760","defective","Cluster2",0,"0.25"
"9761","defects","Cluster2",0,"0.25"
"9762","defend","Cluster2",0.0133333333333333,"0.25"
"9763","defended","Cluster2",0,"0.25"
"9764","defender","Cluster2",0,"0.25"
"9765","defending","Cluster2",0,"0.25"
"9766","defense","Cluster2",0.0933333333333333,"0.25"
"9767","defensein","Cluster2",0.0133333333333333,"0.25"
"9768","defenses","Cluster2",0,"0.25"
"9769","defensive","Cluster2",0,"0.25"
"9770","deference","Cluster2",0,"0.25"
"9771","deficiencies","Cluster2",0,"0.25"
"9772","deficit","Cluster2",0,"0.25"
"9773","deficits","Cluster2",0,"0.25"
"9774","defied","Cluster2",0,"0.25"
"9775","defies","Cluster2",0.0133333333333333,"0.25"
"9776","define","Cluster2",0.0266666666666667,"0.25"
"9777","defined","Cluster2",0,"0.25"
"9778","defines","Cluster2",0.0266666666666667,"0.25"
"9779","defining","Cluster2",0,"0.25"
"9780","definite","Cluster2",0.0266666666666667,"0.25"
"9781","definitely","Cluster2",0.0133333333333333,"0.25"
"9782","definition","Cluster2",0,"0.25"
"9783","definitions","Cluster2",0,"0.25"
"9784","degeneration","Cluster2",0,"0.25"
"9785","degradations","Cluster2",0,"0.25"
"9786","degrading","Cluster2",0,"0.25"
"9787","degree","Cluster2",0.0533333333333333,"0.25"
"9788","delano","Cluster2",0,"0.25"
"9789","delay","Cluster2",0,"0.25"
"9790","delayed","Cluster2",0.0133333333333333,"0.25"
"9791","delays","Cluster2",0,"0.25"
"9792","delegated","Cluster2",0,"0.25"
"9793","delegation","Cluster2",0.0133333333333333,"0.25"
"9794","deliberate","Cluster2",0,"0.25"
"9795","deliberately","Cluster2",0,"0.25"
"9796","deliberating","Cluster2",0,"0.25"
"9797","deliberation","Cluster2",0,"0.25"
"9798","deliberations","Cluster2",0,"0.25"
"9799","delicacy","Cluster2",0,"0.25"
"9800","delicate","Cluster2",0,"0.25"
"9801","delicious","Cluster2",0,"0.25"
"9802","delight","Cluster2",0,"0.25"
"9803","delights","Cluster2",0,"0.25"
"9804","delineated","Cluster2",0,"0.25"
"9805","delinquent","Cluster2",0,"0.25"
"9806","deliver","Cluster2",0,"0.25"
"9807","delivered","Cluster2",0.0133333333333333,"0.25"
"9808","delivering","Cluster2",0,"0.25"
"9809","delivery","Cluster2",0,"0.25"
"9810","deluge","Cluster2",0,"0.25"
"9811","delusion","Cluster2",0,"0.25"
"9812","delusions","Cluster2",0.0133333333333333,"0.25"
"9813","demagogue","Cluster2",0,"0.25"
"9814","demand","Cluster2",0.0666666666666667,"0.25"
"9815","demanded","Cluster2",0,"0.25"
"9816","demanding","Cluster2",0.0133333333333333,"0.25"
"9817","demands","Cluster2",0.0133333333333333,"0.25"
"9818","demilitarize","Cluster2",0,"0.25"
"9819","democracies","Cluster2",0,"0.25"
"9820","democracy","Cluster2",0.32,"0.5"
"9821","democracyfor","Cluster2",0.0266666666666667,"0.25"
"9822","democracyhas","Cluster2",0.0133333333333333,"0.25"
"9823","democracyif","Cluster2",0.0133333333333333,"0.25"
"9824","democracys","Cluster2",0,"0.25"
"9825","democracythe","Cluster2",0,"0.25"
"9826","democracytoday","Cluster2",0.0133333333333333,"0.25"
"9827","democracywell","Cluster2",0,"0.25"
"9828","democrat","Cluster2",0,"0.25"
"9829","democratic","Cluster2",0.16,"0.25"
"9830","democrats","Cluster2",0.0133333333333333,"0.25"
"9831","demonstrate","Cluster2",0.04,"0.25"
"9832","demonstration","Cluster2",0,"0.25"
"9833","demoralization","Cluster2",0,"0.25"
"9834","demoralizing","Cluster2",0,"0.25"
"9835","denial","Cluster2",0,"0.25"
"9836","denied","Cluster2",0.0266666666666667,"0.25"
"9837","denies","Cluster2",0,"0.25"
"9838","denominations","Cluster2",0,"0.25"
"9839","denounce","Cluster2",0,"0.25"
"9840","deny","Cluster2",0.0266666666666667,"0.25"
"9841","denying","Cluster2",0.0133333333333333,"0.25"
