AbrahamLincoln,1
AndrewJackson,5
BarackObama,3
DonaldJTrump,4
DwightDEisenhower,2
FranklinDRoosevelt,2
GeorgeBush,3
GeorgeWashington,5
GeorgeWBush,3
HarrySTruman,2
HerbertHoover,1
JamesGarfield,1
JimmyCarter,2
JohnAdams,5
JohnFKennedy,3
JohnQuincyAdams,5
LyndonBJohnson,3
RichardNixon,3
RonaldReagan,3
TheodoreRoosevelt,2
ThomasJefferson,1
UlyssesSGrant,1
WilliamHenryHarrison,5
WilliamHowardTaft,1
WilliamJClinton,3
WoodrowWilson,2
